cluster,id,title,manufacturer,price,__source
499,1098,rollercoaster tycoon 3 (mac),aspyr media,49.99,amazon
499,2328,aspyr roller coaster tycoon 3 mac os x,,45.99,google
590,1228,learn to play chess with fritz and chesster (mac),viva media,29.99,amazon
590,1863,viva media llc learn to play chess with fritz & chesster,,26.14,google
109,685,the sims 2: open for business expansion pack,aspyr media,34.99,amazon
109,1609,sims 2 open for business,,34.99,google
267,192,buku karkuro,topware interactive,19.99,amazon
267,2892,sos aggregation company - 100800104 - buku karkuro - topware interactive,,15.95,google
277,1246,peachtree by sage complete accounting 2007,sage software,269.99,amazon
277,2424,sage software peachtree complete accounting 2007 software for windows tax & finance software,,249.95,google
81,334,transfer my dvd,avanquest,29.95,amazon
81,4394,transfer my dvd avanquest usa,,29.95,google
405,1354,enemy territory: quake wars,aspyr media,49.99,amazon
405,1956,aspyr media inc enemy territory: quake wars,,47.04,google
925,699,scrapbook for windows,abacus,0,amazon
925,1778,abacus scrapbook for windows,,26.14,google
1025,1323,simple slide show,topics entertainment,19.99,amazon
1025,2035,simple slide show,,15.9,google
351,88,total training for adobe creative suite 3: design premium bundle,total training,299.99,amazon
351,2975,total training for adobe creative suite 3 design premium,,279.95,google
862,679,x-plane deluxe including 7 double layer dvds (mac),navarre (software),59.95,amazon
862,1624,x-plane 8 dlx mac os x graphic sim,,56.99,google
518,1360,dragon naturally speaking standard v9,nuance communications inc.,99.99,amazon
518,1973,nuance communications inc. dragon ns standard v9,,92.51,google
703,1168,sibelius compass,sibelius software ltd.,159.99,amazon
703,3532,sibelius compass music composition teaching software music production software,,119.95,google
24,1361,mediarecover,aladdin systems,29.99,amazon
24,1968,allume systems inc mediarecover,,26.14,google
24,2326,allume mediarecover,,32.99,google
664,905,efrontier anime studio pro (win/mac),efrontier,199.99,amazon
664,1529,allume anime studio pro,,179.99,google
289,780,hoyle backgammon jc,encore,7.99,amazon
289,2865,encore inc - 10669 - hoyle backgammon,,7.17,google
289,3942,encore software 10669 - hoyle backgammon - win 98 me 2000 xp,,7.69,google
583,22,musicalis guitar workshop,global software publishing,9.99,amazon
583,2798,musicalis universal guitar workshop,,12.9,google
751,109,instant immersion french 2.0,topics entertainment,29.99,amazon
751,3590,topics entertainment 80542 instant immersion french 2.0 781735805428,,18.2,google
163,1012,reel deal slots 2.0 for pc,phantom efx,9.99,amazon
163,2176,phantom efx reel deal slots v 2.0,,7.36,google
462,432,cell phone software solution,susteen,113.1,amazon
462,3611,datapilot universal pro kit (win 2000 xp vista/mac 10.3.8 or later),,79.95,google
234,289,professional training for vegas 7 and dvd architect 4 sw,sony pictures digital entertainment,249.95,amazon
234,4375,vegas7 + dvd upgrade,,226.56,google
608,1099,webroot spysweeper antispyware - 3 user,webroot software,39.99,amazon
608,2130,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,google
608,2725,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,google
608,3652,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,google
608,3788,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,google
61,1111,apple final cut studio 2 (mac),apple,1299,amazon
61,1858,apple final cut studio 2,,1299.99,google
61,2781,apple final cut studio 2 production suite for mac av production software,,1298.95,google
789,718,land before time: kindergarten,brighter minds media inc.,9.99,amazon
789,1813,brighter minds land before time: kindergarten,,9.99,google
789,2806,the land before time: kindergarten adventure,,12.9,google
860,378,aquarium 3-in-one collection (win/mac),encore software,19.99,amazon
860,3991,aquarium 3-in-one limited edition (win 95 98 me 2000 xp/mac 10.1 or higher),,19.95,google
383,635,family tree maker version 16 essentials,encore,29.95,amazon
383,1642,encore inc family tree maker v 16 essentials,,25.75,google
94,1121,totally spies: zombie jamboree (win/mac),brighter minds media inc.,9.95,amazon
94,2306,totally spies zombie jamboree by brighter minds,,9.99,google
629,286,my maillist & addressbook,mysoftware company,19.95,amazon
629,4378,my maillist & addressbook,,7.69,google
73,610,mavis beacon teaches typing deluxe 16,broderbund,39.99,amazon
73,3390,mavis beacon teaches typing 16 deluxe,,34.9,google
708,3,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,amazon
708,3242,sage (ptree) - vernfp2007rt - premium accounting for nonprofits 2007,,590.35,google
796,623,super collapse 3,mumbo jumbo,19.99,amazon
796,1660,super collapse! 3,,22.99,google
380,1157,internet cleanup 4.0 mac os 10.4 or higher,smith micro software,29.99,amazon
380,2276,allume internet cleanup 4.0,,29.99,google
811,691,dk amazing animals 1.1,global software publishing,9.99,amazon
811,4144,global software a1826m2w - dk amazing animals 1.1 - win 95 98 2000 xp vista,,9.08,google
980,491,hollywood volume 1,yamaha,31.95,amazon
980,3790,phillip keveren - 501056 - hollywood volume 1,,23.59,google
115,1092,call of duty 2 dvd-rom (mac),aspyr media,49.99,amazon
115,2341,aspyr call of duty 2 mac,,47.99,google
1042,953,digital vault,stompsoft inc.,29.99,amazon
1042,2213,migo software digital vault 2005,,24.58,google
922,988,eovia carrara 4 pro win/mac,eovia corporation,599.99,amazon
922,3602,eovia carrara 4 pro software - mac/win animation software,,569,google
178,1307,spycatcher 2007for pc,avanquest,19.99,amazon
178,2079,avanquest usa llc spycatcher 2007,,17.5,google
568,915,allegro 2005,makemusic!,199.99,amazon
568,1521,emedia finale allegro,,169.99,google
1000,1328,web graphics creator,sos aggregation company,39.95,amazon
1000,2003,sos aggregation company web graphics creator - laughingbird software,,31.26,google
417,724,simply put software gotta sing ( windows/macintosh ),simply put software,0,amazon
417,4161,simply put software llc gs905-s - gotta sing (win 95 98 me nt 2000 xp/mac 10.0 or higher),,34.97,google
30,267,adobe photoshop elements 5.0/premier elements 3.0 [lb],adobe,149.99,amazon
30,3866,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95,google
868,1181,the logo creator (mac),laughing bird,39.99,amazon
868,2257,laughingbird the logo creator,,34.99,google
1015,505,norton internet security mac 3.0 [antivirus firewall privacy controls iclean],symantec,99.95,amazon
1015,3525,symantec norton internet security 3.0 software for macintosh apple & mac software,,89.95,google
238,382,adobe production studio premium,adobe,1699,amazon
238,3556,adobe production studio premium software suite video software bundles,,1698.95,google
638,1177,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,amazon
638,2308,microsoft office 2004 student/teacher,,145.99,google
638,2859,office mac student/teach 04,,146.02,google
638,3500,microsoft microsoft office 2004 software suite - mac - education apple & mac software,,148.95,google
638,4213,microsoft office 2004 for students and teachers (mac),,134.99,google
235,821,adventure workshop preschool-1st grade 8th edition,encore,19.99,amazon
235,1548,encore inc adventure workshop preschool-1st grade 8th edition,,17.1,google
235,2924,adventure workshop preschool-1st grade 8th edition win,,18.36,google
569,993,quickbooks customer manager 2.5,intuit,79.95,amazon
569,3835,intuit quickbooks customer manager 2.5 for windows tax & finance software,,79.95,google
1009,782,pc hoyle bridge,encore software,9.99,amazon
1009,3941,encore software 10655 - hoyle bridge - win 98 me 2000 xp,,7.69,google
332,1083,nova greeting card factory (mac),nova development,49.99,amazon
332,2346,nova greeting card factory for mac,,41.99,google
589,1006,terror strike,encore,19.95,amazon
589,2159,encore software 14060 - terror strike - win 2000 xp,,18.97,google
15,528,quickbooks simple start 2007,intuit,99.95,amazon
15,3664,intuit quickbooks simple start edition 2007 software for windows tax & finance software,,83.95,google
15,4206,quickbooks simple start 2007 intuit,,99.99,google
389,65,custom landdesigner 3d design 7.0,sierra on-line,0,amazon
389,3488,custom land designer 3d 7.0,,12.9,google
640,1055,high school advantage 2007,encore software,29.95,amazon
640,2121,encore software 10449 - high school advantage 2007 - win 98 me 2000 xp,,26.97,google
86,1266,sony sound forge audio studio 8,sony pictures digital entertainment,69.99,amazon
86,2423,sony media software sound forge audio studio 8 software music production software,,69.95,google
1037,714,gsp crossword addict,global software publishing north america inc,9.99,amazon
1037,4147,global software a9716jcw - crossword addict - win 95 98 me 2000 xp,,8.79,google
146,740,chessmaster 9000 (mac),feral interactive,39.99,amazon
146,1790,feral interactive limited chessmaster 9000,,35.98,google
146,2293,chessmaster 9000: feral interactive,,38.99,google
745,1276,quickverse bible premier suite,individual software,39.99,amazon
745,1854,individual software inc quickverse bible premier suite (us pos),,37.19,google
143,1218,civil air patrol: search & rescue,abacus,29.99,amazon
143,1918,abacus civil air patrol - search & rescue,,26.14,google
915,1015,finale songwriter 2007,finale,49.95,amazon
915,3764,make songwriter software music production software,,37.95,google
6,746,marketcircle daylite v3.0 (mac),csdc,149,amazon
6,1712,marketcircle daylite 3 customer relationship management crm,,125.99,google
6,3995,daylite v3.0 - marketcircle (mac 10.4 or later),,149,google
921,93,microsoft office frontpage 2003 ( academic version ) ( windows ),microsoft,159.98,amazon
921,3015,microsoft 392-02322 ae frontpage 2003,,87.99,google
441,346,mcafee internet security suite 2007 - 3 users,mcafee,89.99,amazon
441,4228,mcafee internet security suite 2007 3-user (pc),,89.99,google
45,1167,micromat techtool protege with firewire device,micromat,0,amazon
45,2270,micromat techtool protege utility with 1gb firewire flash drive,,219.99,google
423,838,computrace lojack for laptops - 3 year license (mac),absolute software,99.95,amazon
423,1824,computrace lojack for laptops - 3 yr subscription,,89.99,google
423,4077,absolute software lfl-m2-36 - computrace lojack for laptops - 3 year license - mac 10.2 or higher,,80.97,google
276,1119,apple remote desktop 3 10 managed systems,apple,299,amazon
276,2070,apple remote desktop 3 (10 managed systems),,299.99,google
276,3552,apple remote desktop 3 desktop management software - 10-client edition apple & mac software,,279.95,google
470,930,adobe contribute cs3 [mac],adobe,149,amazon
470,2260,adobe contribute cs3 upgrade,,82.99,google
470,2295,adobe contribute cs3,,155.99,google
329,430,child safe 3-pc,webroot software,39.95,amazon
329,3624,webroot software inc 28310 - child safe 3-pc - win 2000 xp vista,,16.97,google
546,638,apple final cut studio 2 upgrade from final cut pro (mac),apple,699,amazon
546,1690,apple final cut studio 2 upgrade from final cut pro,,699.99,google
809,165,hp storageworks secure path for windows workgroup edition - ( v. 4.0c ) - license ( 213076-b26 ),hewlett packard,0,amazon
809,2866,hewlett packard 213076-b26 secure path v4.0c win wkgp ed 1 lic/cd,,1888.39,google
717,811,chicken hunter wanted jc,encore,9.99,amazon
717,3945,encore software 10760 - chicken hunter wanted - win 98 me 2000 xp,,7.69,google
399,1272,punch! home design architectural series 18,punch! software,129.99,amazon
399,2411,punch software 42100 - punch! home design architectural series 18 - complete product - architectural - 1 user(s) - complete product - standard - english - pc,,108.97,google
399,2705,punch software 42100 punch! home design architectural series 18 (small box),punch software,119.99,google
399,4107,punch software 42100 punch! home design architectural series 18 (small box),punch software,119.99,google
399,4290,punch software 42100 punch! home design architectural series 18 (small box),punch software,119.99,google
375,1312,sales skills 2.0 ages 10+,victory multimedia,19.95,amazon
375,2028,simply magazine sales skills,,3.1,google
919,837,adobe photoshop cs3 extended upgrade [mac],adobe,349,amazon
919,2265,adobe photoshop cs3 extended for mac upgrade,,329.99,google
907,47,math success deluxe 2006,topics entertainment,49.99,amazon
907,3439,math success deluxe 2006,,12.9,google
75,869,upgrade crystal reports 11 pro french,business objects,479.78,amazon
75,3650,upg crystal reports 11 pro french,,264.99,google
526,94,warlords 3 (jewel case),red orb entertainment,0,amazon
526,2992,warlords iii - darklords rising,,11.95,google
729,1300,acad vegas movie studio +dvd 8 platinum,sony pictures digital entertainment,0,amazon
729,2100,madison media software aspvms8000 - acad vegas movie studio +dvd 8 platinum,,81.97,google
93,911,obscure,dreamcatcher interactive,19.99,amazon
93,1530,dreamcatcher interactive obscure,,17.55,google
829,1263,photoedit 2 (mac),macware,29.99,amazon
829,1821,summitsoft corp photoedit 2,,26.14,google
859,806,chicken hunter: license to grill - the great poultry race,encore,9.99,amazon
859,3944,encore software 10149 - chicken hunter license to grill (win 98 me 2000 xp),,7.69,google
849,761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309,amazon
849,4044,microsoft 122-00411 - visual studio 2005 team edition for software testers with msdn premium subscription renewal - complete product - programming tool - standard - 1 user(s) - complete product - english - pc- free shipping,,2069.97,google
812,530,learning company kid pix deluxe 4,encore software,19.99,amazon
812,3818,encore software 32179 - encore kid pix deluxe 4 home edition - complete product - graphics/designing - 1 user(s) - complete product - standard - pc mac,,17.97,google
652,460,snap! 8 player poker 5 pack,topics entertainment,29.06,amazon
652,3875,topics entertainment cs-50613 snap! 8 player poker 5 pack,,18.99,google
217,1332,emedia blues guitar legends,emedia,29.94,amazon
217,1995,emedia music corp emedia blues guitar legends,,24.81,google
584,1112,railroad tycoon 3 (mac),macsoft,19.99,amazon
584,2312,destineer railroad tycoon 3,,21.99,google
402,973,computrace lojack for laptops: 1 year subscription,absolute software,49.99,amazon
402,2880,computrace lojack for laptops - 1 year license (win 2000 xp),,49.95,google
402,3577,absolute software lfl-n2-12 - computrace lojack for laptops - 1 year license (win 2000 xp),,41.97,google
821,1321,instant immersion american sign language win/mac,topics entertainment,9.99,amazon
821,2050,american sign language,,10.57,google
694,434,upgrade pitstop server 3.5 1u win 2k/xp & mac os 10.2.8,enfocus software,499,amazon
694,3596,enfocus ss3.5-ug-001 pitstop server v. 3.5 upgrade package - 1 server for windows and mac,enfocus,471.99,google
538,1036,brain food games: cranium collection 2006,encore,19.95,amazon
538,2132,encore software 11252 - brain food games: cranium collection 2006 - win 98 me 2000 xp,,18.97,google
105,630,stopzilla 4.0,roxio,47.33,amazon
105,1637,roxio inc stopzilla 4.0,,26.14,google
251,180,textbridge pro 11,nuance communications inc.,79.99,amazon
251,2905,scansoft textbridge pro v.11,,68.99,google
409,1155,istopmotion,navarre,39.95,amazon
409,2277,graphicsim istopmotion,,39.95,google
1093,897,adobe creative suite cs3 production premium upsell,adobe,1199,amazon
1093,1815,adobe cs3 production premium upsell,,1234.99,google
448,509,services for netware 5.0,microsoft,149,amazon
448,3324,microsoft windows services for netware - ( v. 5.0 ) - complete package,,138.17,google
598,694,eovia carrara 5 pro,eovia,0,amazon
598,1784,re:launch carrara 5 pro,,445.3,google
820,984,serious magic visual communicator 2.0 web,serious magic,199.99,amazon
820,3597,serious magic visual communicator 2 web presentation software (windows) presentation software,,189.95,google
741,85,write brothers dramatica pro win/mac,write brothers,269.99,amazon
741,2990,dramatica pro 4 for pc,,249.99,google
434,15,omnioutliner professional 3.0,csdc,69.95,amazon
434,3333,omnioutliner professional 3.0 for mac,,69.99,google
513,1348,cook'n cd recipe cards,dvo enterprises,19.99,amazon
513,1963,dvo enterprises inc. cookn cd recipe cards,,17.55,google
602,871,apple garageband jam pack: rhythm section,apple,99,amazon
602,2359,apple garageband jam pack: rhythm section,,95.99,google
602,4162,garageband jampack rhythm section (mac) apple,,99.99,google
669,804,digidesign music production toolkit (pro tools le),digidesign,495,amazon
669,3962,digidesign music production toolkit music production software,,495,google
678,117,hidden expedition: titanic,activision,19.99,amazon
678,3153,hidden expedition: titanic,,15.5,google
110,86,emedia bass method win/mac,emedia,59.99,amazon
110,2970,emedia eg03014 bass method os x,emedia,53.99,google
1033,777,varmint hunter (jewel case),encore,9.99,amazon
1033,3938,encore software 33041 - country varmint hunter - win 98 me 2000 xp,,8.44,google
928,1043,monopoly tycoon,encore,9.99,amazon
928,2118,encore software 11630 - monopoly tycoon - win 98 me 2000 xp,,7.69,google
165,744,mariner calc speadsheet (mac),mariner software,59.99,amazon
165,1723,mariner calc spreadsheet software,,52.99,google
900,977,safekeeper plus,bling,39.99,amazon
900,2206,bling software limited safekeeper plus,,34.75,google
522,1345,jumpstart advanced preschool v2.0,knowledge adventure,19.99,amazon
522,1966,knowledge adventure inc. jumpstart advanced preschool v2.0,,16.93,google
585,578,microsoft office excel 2007,microsoft,229.95,amazon
585,4184,microsoft excel 2007 (pc),,229.95,google
780,1004,professor teaches excel & word,individual software,19.99,amazon
780,2157,individual software professor teaches excel & word,,19.99,google
246,442,microsoft licenses biztalk hipaa std. sa only (u0200024),microsoft licenses,4215.77,amazon
246,3543,microsoft u02-00024 open sa biztalk hipaa accltr nt 1p,,2335.47,google
108,599,instant immersion french deluxe 2.0,topics entertainment,49.99,amazon
108,3864,instant immers french dlx 2,,27.57,google
913,490,microsoft visual studio professional 2005 upgrade,microsoft software,549,amazon
913,4166,visual studio pro 2005 upgrade (pc) microsoft,,549,google
918,1227,sony super duper music looper,sony media software,19.99,amazon
918,2451,sony media software super duper music looper software music production software,,19.95,google
764,1139,cakewalk sonar 6 producer ed,cakewalk,799,amazon
764,3560,cakewalk sonar 6 producers edition software music production software,,459.95,google
106,783,corel dvd moviefactory 6.0,corel,49.99,amazon
106,3536,corel ulead dvd moviefactory 6 software for windows authoring software,,49.95,google
192,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,amazon
192,4216,microsoft windows xp professional edition (upgrade),,199.99,google
927,861,creating keepsakes scrapbook designer version 2 platinum,riverdeep - learning company,39.99,amazon
927,3417,scrapbook designer platinum,,17.9,google
335,1086,calendar creator platinum sb cs by riverdeep,encore software,29.99,amazon
335,3440,encore software 11031 - calendar creator platinum sb csby riverdeep,,25.97,google
295,1239,close quarters conflict,groove media,19.99,amazon
295,1868,groove media inc close quarters conflict,,16.37,google
152,13,spy sweeper spanish,webroot software,29.95,amazon
152,3329,webroot software inc - 31250 - spy sweeper spanish,,24.81,google
152,3627,webroot software inc 31250 - spy sweeper spanish - win 2000 xp,,25.97,google
241,922,sharks 2.0,encore software,19.95,amazon
241,3915,encore software 10279 - sharks 2.0 (win 95 98 me 2000 xp/mac 10.1 or higher),,18.97,google
153,1129,bias deck le 3.5 macintosh cd,bias,99,amazon
153,3538,bias deck 3.5 le digital audio recording software music production software,,69.95,google
107,508,acrobat professional 8 mac upsell standard-professional,adobe,273,amazon
107,1531,adobe acrobat v8.0 professional for mac upsell from std-pro,,145.99,google
977,917,elementary advantage 2008,encore software,0,amazon
977,1526,encore inc elementary advantage 2008,,33.89,google
529,121,microsoft licenses exch. srvr extrn conn sa eng (39400416),microsoft licenses,42166.22,amazon
529,3131,microsoft 394-00416 opens exch svr exconn l/sa qual,,22575.14,google
302,183,jumpstart reading with karaoke,knowledge adventure,29.99,amazon
302,2918,knowledge adventure 20033 jumpstart reading with karaoke,knowledge adventure,19.99,google
1058,463,kaplan sat/act/psat platinum 2007 win/mac,topics entertainment,49.99,amazon
1058,3858,sat act & psat 2007 platinum,,29.85,google
1061,161,gods: lands of infinity - special edition,strategy first,29.99,amazon
1061,2854,gods: lands of infinity - spec,,16.99,google
41,124,tlc dr. seuss reading learning system 2008,encore,19.99,amazon
41,3200,encore tlc dr seuss reading learning system 2008,,17.9,google
41,4208,dr. seuss reading learning system 2008 encore,,19.95,google
903,1237,dvo cook'n deluxe 6.0 - ultimate recipe organizer,dvo enterprises,39.99,amazon
903,1872,dvo enterprises inc. cookn deluxe 6.0,,34.99,google
16,268,world of rainbow fish,global software publishing,19.99,amazon
16,4491,world of rainbow fish (a9839m2h),,19.19,google
938,475,tinyterm v4.x 5u windows terminal emulation (tt-5),century software,705.21,amazon
938,3825,century software tt-5 - century tinyterm v.4.2x - complete product - emulation - 5 user(s) - complete product - standard - pc,,395.97,google
874,487,crystal reports 11 reporting essentials trng cbt,business objects,199.99,amazon
874,3767,business objects t-59j-e-56-wx crystal rpt 11 report essentials cbt,,178.49,google
910,854,bookkeeper 2008,individual software,39.99,amazon
910,1554,individual software inc bookkeeper 2008 (us pos),,37.19,google
871,375,reel deal casino championship edition,phantom efx,19.99,amazon
871,3999,reel deal casino championship edition (win 98 me nt 2000 xp),,19.95,google
430,570,professor teaches windows xp,individual software,19.99,amazon
430,2158,individual software professor teaches windows xp,,19.99,google
430,4224,professor teaches windows xp individual software,,19.99,google
364,366,riverdeep arthur's kindergarten,riverdeep,0,amazon
364,369,tlc arthur's kindergarten learning system 2008,encore,19.99,amazon
364,4133,tlc arthur's kindergarten learning system (pc) encore,,19.95,google
320,885,ipswitch inc ws ftp pro 9 sdk w/ ws ftp pro ( wd-1000-0900 ),ipswitch inc,395,amazon
320,1482,ipswitch wd-1000-0900 ws_ftp pro 9 sdk w/ ws_ftp pro,ipswitch,325.51,google
610,1230,quickverse mac bible study 2007 gold box,findex,349.95,amazon
610,1862,findex.com inc quickverse mac bible study 2007 gold box,,215.42,google
1027,743,acrobat pro 8 mac ed 1u cd,adobe education box,159,amazon
1027,1725,adobe acrobat v8.0 professional for mac academic,,159.99,google
982,1186,adobe creative suite cs3 web standard [mac],adobe,999,amazon
982,1929,adobe cs3 web standard,,1035.99,google
366,1238,sound forge audio studio 9,sony media,69.59,amazon
366,2452,sony media software sound forge audio studio 9 software music production software,,69.95,google
366,2811,sony creative software sfas9000 - sound forge audio studio 9,,53.97,google
366,3781,sound forge audio studio 9,,66.89,google
976,59,studyworks! teaching pro: middle school math & science (win/mac),global software publishing,29.99,amazon
976,3482,middle school math & science,,12.9,google
507,108,buzby breakin' all the rules hermie and friends,digital praise,19.99,amazon
507,3058,buzby; breakin all the rules hermie and freinds- digital pr,,15.99,google
754,974,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,amazon
754,2203,sony media software vegas movie studio + dvd 8 platinum edition,,100.97,google
1102,1033,pc professor fuji's kakuro,encore software,9.99,amazon
1102,2125,encore software 10653 - professor fujis kakuro - win 98 me 2000 xp,,7.69,google
802,482,window washer,webroot software inc,0,amazon
802,3792,webroot software inc 17210 - window washer - win 98 me 2000 xp,,25.97,google
997,52,instant home design (jewel case),topics entertainment,9.99,amazon
997,3445,instant home design 1 (jc),,12.9,google
1038,1216,macbackup,macware,29.99,amazon
1038,1913,summit soft macbackup mac os x macxware,,29.99,google
473,557,adobe creative suite cs3 production premium,adobe,1699,amazon
473,3475,adobe production premium cs3 software suite for windows professional editing software,,1698.95,google
418,179,ca arcserve bkup r11.5 win dro sp1 prod only,computer associates,0,amazon
418,2906,computer associates babwbr1151s05 bab r11.5 sp1 dro win m/l cd,,431.16,google
527,889,scrabble champion edition,encore,19.95,amazon
527,3906,encore software 11190 - scrabble - win 98 me 2000 xp,,18.97,google
469,461,alien disco safari,encore,19.99,amazon
469,3911,encore software 12510 - alien disco safari - win xp vista,,18.97,google
292,1193,mask pro 4.0 1u,onone software,159.95,amazon
292,2390,onone software inc. mpr-40211 - on1 mask pro v.4.0 - complete product - graphics/designing - 1 user - complete product - standard - pc intel-based mac mac,,148.97,google
292,2960,onone software mpr-40211 mask pro 4 1-user - full win xp vista/mac 10.4 or,onone software,179.94,google
1022,678,instant immersion german v2.0 (pc & mac),topics entertainment,29.99,amazon
1022,1623,topics entertainment instant immersion german 2.0,,17.55,google
739,791,hoyle kids' games jc,encore,9.99,amazon
739,3934,encore software 10671 - hoyle kids games - win 98 me 2000 xp,,7.69,google
186,663,macdrive 7,mediafour corporation,49.95,amazon
186,1604,csdc macdrive 7 for windows - mediafour corp.,,39.61,google
1065,1270,xtreme photostory on cd and dvd 6,magix entertainment,29.99,amazon
1065,1829,magix entertainment corp. xtreme photostory on cd and dvd 6,,26.14,google
191,968,intervideo windvd 8 gold,intervideo,49.99,amazon
191,3673,corel intervideo windvd 8 gold software for windows authoring software,,49.95,google
939,1184,iview mediapro 2.5,global marketing,199.99,amazon
939,1926,iview mediapro 2.6 media management,,155.99,google
658,1062,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,amazon
658,3426,encore software 10991 - pc tools spyware doctor 2007 sbcs by pc tools,,25.97,google
624,250,adobe after effects professional 7.0,adobe,999,amazon
624,3517,adobe after effects professional 7 software for windows effects software,,999,google
696,785,jewels of cleopatra,encore software,19.95,amazon
696,3939,encore software 11861 - jewels of cleopatra - win xp vista,,18.97,google
258,43,clip art and more 250 000 (jewel case),imsi design,0,amazon
258,3429,clipart & more 250000 (jc),,9.9,google
733,954,audition 2 win ed ue 1u,adobe education box,149,amazon
733,3655,adobe audition 2.0 audio production software - educational discount audio software for video,,148.95,google
116,824,vegas 6 for pc,sony pictures home entertainment,599.99,amazon
116,825,sony vegas 6,sony pictures digital entertainment,599.95,amazon
116,3983,sony vegas 6 video editing software professional editing software,,99,google
250,792,cyberchase adventures: carnival chaos and casablanca quest,brighter minds media inc.,19.99,amazon
250,1855,cyberchase adventures by brighter minds,,19.99,google
322,248,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,0,amazon
322,2996,windows sbs cal 2003 20-clt addpak device cal - microsoft - t74-00003,,1413.42 gbp,google
541,1335,guitar tool - worship edition,midisoft corporation,0,amazon
541,1991,midisoft corporation guitar tool - worship edition,,43.36,google
530,176,instant immersion japanese (audio book),topics entertainment,0,amazon
530,2838,instant immersion japanese (audio book) (audio book),,19.95,google
298,49,reference success deluxe 2006,topics entertainment,49.95,amazon
298,3435,topics entertainment reference success deluxe 2006,,22.9,google
1030,519,microsoft student with encarta premium 2008 dvd,microsoft,49.95,amazon
1030,3786,microsoft student with encarta premium 2008 - complete package,,43.6,google
554,594,corel wordperfect office x3 professional edition,corel,399.99,amazon
554,1969,corel corporation corel wordperfect office x3 pro dvd,,369.09,google
1051,992,final draft 7 professional scriptwriting win/mac,final draft,289.99,amazon
1051,3610,final-draft final draft 7 screen writing software - mac/win screen writing software,,249.95,google
401,587,microsoft word 2007 version upgrade,microsoft,109.95,amazon
401,4179,microsoft word 2007 upgrade (pc),,109.95,google
856,929,your desktop post office for pc,stamps.com,14.99,amazon
856,1534,stamps.com your desktop post office,,13.38,google
620,1064,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,amazon
620,3420,encore software 10118 - adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,,17.97,google
76,120,crusader kings,atari,19.99,amazon
76,3117,atari 26162 crusader kings mb,,21.99,google
172,1093,final cut express 2.0 upgrade,apple computer,99.99,amazon
172,2772,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,google
172,3984,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,google
172,4118,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,google
989,801,ulead systems dvd workshop 2,ulead systems,494.99,amazon
989,3965,corel ulead dvd workshop 2 authoring software,,299.95,google
28,1046,riverdeep kissing canines,riverdeep,0,amazon
28,3711,encore software 12491 - encore kissing canines - screen saver,,17.97,google
720,870,tiny term emulator v4.3x,century software,219.63,amazon
720,3851,century software tt-1 - century tinyterm v.4.3x - emulation - 1 user(s) - english french german spanish italian polish portuguese - pc,,120.97,google
719,1026,final draft scriptwriter's suite [final draft 7 & final draft av2],final draft,349.99,amazon
719,3690,final-draft scriptwriter's suite 2.5 screenwriting software - mac/win screen writing software,,279.95,google
326,1048,monopoly platinum edition,encore,19.99,amazon
326,2124,encore software 11580 - monopoly with bonus risk - win 98 me 2000 xp,,18.97,google
736,284,sibelius 5 educational edition,sibelius software ltd.,329,amazon
736,4391,sibelius sibelius 5 software - educational discount music production software,,248.95,google
189,322,adobe premiere pro 2.0,adobe,849,amazon
189,3562,adobe premiere pro 2.0 software professional editing software,,848.95,google
502,647,readiris pro 11 corporate edition (mac),iris,499.95,amazon
502,1674,iris inc readiris pro 11 corporate edition,,430.58,google
963,32,instant home design 3.0 [lb],topics entertainment,19.99,amazon
963,3371,instant home design 3.0,,15.9,google
188,324,reader rabbit preschool,the learning company,29.99,amazon
188,2812,reader rabbit preschool,,17.9,google
340,556,instant immersion italian deluxe 2.0,topics entertainment,49.99,amazon
340,4379,instant immers italian dlux 2.,,36.11,google
19,646,instant immersion german audio,topics entertainment,0,amazon
19,1670,topics entertainment instant immersion german audio,,12.05,google
1056,1077,portfolio 8 stand-alone 1-usr boxed,extensis,0,amazon
1056,2355,extensis portfolio 8,,195.99,google
756,1226,calculation skills v1 add & sub - basic - core learning,sos aggregation company,0,amazon
756,1866,sos aggregation company calculation skills v1 add & sub - basic - core learning,,15.91,google
80,1249,window washer,navarre (software),29.95,amazon
80,2442,webroot software inc 17410 - window washer - win 98 me 2000 xp,,25.97,google
