id,number,title,artist,album,year,language
7295,2,002-into the dark,marc moulin,jazz chillout ii (2002),null,eng.
11024,2,into the dark,marc moulin,jazz chillout ii,2002,english
17966,002,into the dark (jazz chillout ii),marc moulin,jazz chillout ii,2002,
2068,26,somewhere over the rainbow - starbucks songs of the siren: her own story,dee carstensen,,'00,englih
15648,15,015-somewhere over the rainbow,dee carstensen,starbucks songs of the siren: her own story (2000),null,eng.
5677,10,a lost boy - the 13th warrior,jerry goldsmith,,,english
11142,10,jerry goldsmith - a lost boy,,the 13th warrior,,english
15734,010,a lost boy (the 13th warrior),jerry goldsmith,the 13th warrior,,
3379,12,012-me jedyne niebo (another life),pat metheny & anna maria jopek,upojenie (2008),null,pol.
8495,12,me jedyne niebo (another life),pat metheny & anna maria jopek,upojenie,2008,polish
2717,14,watching the fire that waltzed away - dr dee,damon albarn,,'12,english
14575,14,damon albarn - watching the fire that waltzed away,,dr dee,12,english
2028,a,bunny sigler - girl don't make me wait,,girl don't make me wait / always in the wrong place (at the wrong time),66,english
5982,a,girl don't make me wait - girl don't make me wait / always in the wrong place (at the wrong time),bunny sigler,,'66,english
5041,1,ibiza death plan - bsods,int21,,'08,english
7611,1,001-ibiza death plan,int21,bsods,null,eng.
11654,1,ibiza death plan,int21,bsods,2008,english
1979,7,ampersand - the railing,,boredom and identity,04,english
10142,006,the railing (boredom and identity),ampersand,boredom and identity,2004,
277,009,iyole (afrique dynamique),kanda bongo man,afrique dynamique,2001,
8763,9,iyole - afrique dynamiuqe,kanda bongo man,,'01,[multiple languages]
9146,9,kanda bongo - iyole,,afrique dynamique,01,[multiple languages]
12012,9,iyole,kanda bongo man,afrique dynamique,2001,[multiple languages]
18392,9,009-iyole,kanda bongo man,afrique dynamique (2001),null,unknown
528,8,piano quintet in c minor: i. andante (prazak quartet feat. piano: jaromir klepac) - string quartet no. 2 / cello sonata / piano quintet (prazak quartet feat. piano: jaromir klepac),aleksandr porfir'evich borodin,,'99,english
1013,8,008-piano quintet in c minor: i. andante (prazak quartet feat. piano: jaromir klepac),,string quartet no. 2 / cello sonata / piano quintet (prazak quartet feat. piano: jaromir klepac) (1999),null,eng.
3647,2,pohjantuuli,suvi terasniska,pohjantuuli,'13,finnish
15235,2,002-pohjantuuli,suvi terasniska,pohjantuuli (2013),null,fin.
8892,5,you 'n' me,whitesnake,lovehunter,1979,english
18513,005,you 'n' me (lovehunt er),whitesnake,lovehunter,196 8,
3815,11,kathy ziegler - tree,,ziegler kathy,,english
8920,11,tree - kathy ziegler,kathy ziegler,,,english
18082,011,tree (kathy ziegler),kathy ziegler,kathy ziegler,,
10301,6,"guntram: i. akt, iii. bild ""freihild, mein kind, mein susses kind!"" - guntram (hungarian state orchestra and hungarian state opera chorus, feat. conductor: eve queler, singers goldberg, tokody, solyom-nagy, gati, bandi)",richard strauss,,,gei-man
14373,6,"richard strauss - guntram: i. akt, iii. bild ""freihild, mein kind, mein susses kind!""",,"guntram (hungarian state orchestra and hungarian state opera chorus, feat. conductor: eve queler, singers goldberg, tokody, solyom-nagy, gati, bandi)",,german
2621,1,001-in the zone,delbert bump,organ-ization (2005),null,eng.
5407,3,in the zone - organ-ization,delbert bump,,'05,english
11340,1,delbert bump - in the zone,,organ-ization,05,english
17227,001,in the zone (organ-ization),delbert bump,organ-ization,2005,
1069,009,"the italian wedge (the surfers that came from the cold, volume 1)",sonic surf city,"the surfers that came from the cold, volume 1",2000,
8904,9,the italian wedge,sonci surf city,"the surfers that came from the cold, volume 1",2000,eglish
14291,9,009-the italian wedge,sonic surf city,"the surfers that came from the cold, vol. i (2000)",null,eng.
1327,001,happy together (sixties),turtles,sixties,,
8818,1,001-happy together,the turtles,sixties (unknown),null,eng.
10938,1,the turtles - happy together,,sixties,,english
14296,1,happy together,the turtles,sixties,,english
5458,4,baader brains - bailing at the gates,,the complete unfinished works of the young tigers,07,english
9540,4,bailing at the gates,baader brains,the complete unfinished works of the young tigers,2996,english
17576,004,bailing at the gates (the complete unfinished works of the young tigers),baader brains,the complete unfinished works of the young tigers,2007,
542,10,tango man - dark mercy,red earth & rust,,'10,english
882,10,red earth & rust - tango man,,dark mercy,10,english
7132,010,tango man (dark mercy),red earth & rust,dark mercy,2010,
10455,10,010-tango man,red earth & rust,dark mercy (20 10),null,eng.
2018,16,the giirl of my best friend,elvis presley,ythe legend lives on,1987,english
18711,016,the girl of my best friend (the legend lives on),elvis presley,the legend lives on,1987,
13165,3,"003-american wasteland (mickey p. remix of ""devil's haircut"")",beck,odelay (2008),null,eng.
15935,3,"american wasteland (mickeyy p. remix of ""devil's haircut"") - odelay",beck,,'08,english
7740,6,confesiune - castelul de nisip,metrock,,'82,romanian
14962,6,metrock - confesiune,,castelul de nisip,82,romanian
335,016,billie jean (dancemania bass #6),xl dog,dancemania bass #6,,
8396,16,016-billie jean,xl dog,dancemania bass #6 (unknown),null,eng.
16937,16,xl dog - billie jean,,bass #6,,english
17323,16,billie jean,x dog,dancemaniabass#6,,english
9398,12,012-onmyo-za!-01,,(2010),null,jap.
14465,12,"""onmyo-za!""-01 - long huang lun wu",yin yang zuo,,'10,japanese
413,4,shotput - psycho-acoustic,elliott sharp & zeena parkins,,'94,english
4903,004,shotput (psycho-acoustic),elliott sharp & zeena parkins,psych-acoustic,1994,
5572,4,004-shotput,elliott sharp & zeena parkins,psycho-acoustic (1994),null,eng.
16246,4,elliott sharp & zeena parkins - shotput,,psycho-acoustic,94,english
9983,002,always on my mind (live) (you only tell me you love me when you're drunk),pet shop boys,you only tell me you love me when you'e drunk,2000,
11903,2,pet shop boys - always on my mind (live),,you only tell me you love me when you're drunk,00,english
13803,2,always on my mind (live),pet shop boys,you only tell me you love me when you're drunk,2000,english
4164,1,liza (all the clouds'll roll away),thelonious thelonious,the complete columbia studio albums collection,2012,english
9394,001,liza (all the clouds'll roll away) (the complete columbia studio albums collection),thelonious monk,the complete columbia studio albums collection,2012,
1048,3,mei yong chuan  - lian suruenzieruhato (instrumental),,lian suruenzieruhato,07,japanese
6994,3,mei yong chuan,lian suruenzieruhato (instrumental),lian suruenzieruhato,'07,japanese
11777,3,003- (instrumenntal),,(2007),null,jap.
12943,3,lian suruenzieruhato (instrumental),mei yong chuan,lian suruenzieruhato,2007,japanese
4146,36,3-630,ian vine,forty works for richard (2011),null,eng.
7436,36,36-30-  forty works for richard,ian vine,,'11,english
9481,36,ian vine - 36-30,,forty works for richard,11,english
14006,036,36-30 (forty works for richard),ian vine,forty wsorks for richard,2011,
14927,36,36-30,ian vine,forty works for richard,2011,english
592,1,francois truffaut,angelika express,hosen runter! demos 2002-2003,2009,german
11933,1,francois truffaut - hosen runter! demos 2002-2003,angelika express,,'09,german
12471,1,001-francois truffaut,angelika express,hosen runter! demos 2002-2003 (2009),null,ger.
13618,1,angelika express - francois truffaut,,hosen runter! demo s2002-2003,09,german
8654,16,mexican hat rock - cameo parkway 1957-1967,applejacks,,'05,english
14107,16,the applejacks - mexican hat rock,,cameo parkway 1957-1967,05,english
138,6,gitme durnam - gurbeti ben mi yarattim,arif sag,,'98,turkish
2334,6,arif sacg - gitme durnam,,gurbeti ben mi yarattim,98,turkish
5746,6,006-gitme durnam,arif sag,gurbeti ben mi yarattm (1998),null,tur.
5967,16,commercial breakdown - smashed,sunshine underground,,'07,english
17207,16,the sunshine underground - commercial breakdown,,smashed,07,english
8297,001,adreams wide awake (complete),national health,complete,1990,
11674,1,dreams wide awake,national health,coomplete,1990,english
7301,3,no more delay,chocolabor,download for airplanes,,[multiple languages]
11638,003,no more delay (download for airplanes),chocolabor,download for airplanes,,
12575,3,no more delay - download for airplanes,chocolabor,,,[multiple languages]
13493,3,chocolabor - no more delay,,downloed f or airplane,,[multiple languages]
15729,3,003-no more delay,chocolabor,downloadd for airplanes (unknown),null,unknown
94,11,011-easter processions: hymne,[religious music],the inspiration f gregorian chant (1995),null,lat.
1766,011,easter processions: hymne (the inspiration of gregorian chant),[religious music],the inspiration of gregorian chant,1995,
7617,11,easterprocessions:hymne,[religious music],the inspiration of gregorian chant,1995,latin
6086,7,silicon gene - six years of gene therapy,son of rust,,'05,english
8127,7,007-silicon gene,of of rust,six years of gene therapy (2005),null,eng.
8900,7,null,son of rust,six years of gene therapy,2005,english
10785,7,son of rust - silicon gene,,six yearss of gene therapy,05,english
14407,007,silicon gene (six years of gene therapy),son of rust,six years of gene therapy,2005,
89,013,the handiest frenchman in the caribbean (don't stop the carnival),jimmy buffett,don't stop the carnival,1998,
8480,13,the handiest frenchman in the caribbean,jimmy buffett,don't stop the carnival,unk.,english
8909,13,the handiest frenchman in the caribbean - don't stop the carnival,jimmy buffett,,'98,neglish
18492,13,jimmy buffett - the handiest frenchman in the caribbean,,don't stop the carnival,98,englihs
3828,2,green - &,vra,,'00,english
18697,2,002-green,vara,& (2000),null,eng.
1091,5,kienuva lahna - saatanan taajuus,,runosielu,,finnish
9255,005,saatanan taajuus (runosielu),keinuva lahna,runosielu,,
552,002,god only knows (classic campbell),glen campbell,classic campbell,2006,
13518,2,glen campbell - god only knows,,classic campbell,06,english
4851,1,dr. kiss kiss,5000 volts,eldorado 2,2010,[multiple languages]
13775,1,5000 volts - dr. kiss kiss,,eldorado 2,10,[multiple languages]
16452,001,dr. kiss kiss (eldorado 2),5000 volts,eldorado 2,2010,
1726,10,weaponized,brave captain,all watched over by machines of loving grace,unk.,english
4925,1 0,010-weaponized,brave captain,all watched over by machines of lovinggrace (2004),null,egn.
6909,10,brave captain - weaponized,,all watched over by machines of loving grace,04,english
12300,10,weaponized - all atched over by machines of loving grace,brave captain,,'04,english
12960,010,weaponized (all watched over by machines of loving grace),brave captain,all watched over by machines of loving grace,2004,
6610,15,kaatje - zon zien zakken,,op avontuur,10,dutch
13051,015,zon zien zakken (op avontuur),kaatje,op avontuur,2010,
10659,5,save me tonight (i'll be waiting),glenn hughes,different stages,2002,english
12242,5,005-save me tonight (i'll be waiting),glenn hughes,different stages (2d002),null,eng.
2125,7,null,,drop dead gorgeous,01,english
8846,7,new free radio waves,glampier,drop dead gorgeous,2001,english
12109,007,new free radio waves (drop dead gorgeous),glampire,drop dead gorgeous,2001,
12347,7,new free radio waves - drop dead gorgeous,glampire,,'01,english
743,10,sun funk - is this real,sunship,,'98,english
2840,10,sunship - sun funk,,is this real,98,english
12706,12,012-la venia bendita,marco antonio solis,una noche en madrid (live) (2008),null,spa.
16451,012,la venia bendita (una noche en madrid (live)),marco antonio solis,una noche en madrid (live),2008,
18227,12,la venia bendita,marco antonio solis,una noche en madrid (live),2008,spanish
4504,6,when the day is done - transmissions from the sea of tranquility,ssamples,,'97,english
6254,6,the samples - when the day is done,,transmissions from the sea of tranquility,97,english
18062,6,006-when the day is done,the samples,transmissions from the sea of tranquility (1997),null,eng.
820,013,girl on my mind (the very best of buddy holly and the crickets),buddy holly,the very best of buddy holly and the crickets,2008,
3490,13,buddy holly - girl on my mind,,the very best of buddy holly and the crickets,08,english
9468,13,girl on my mind,buddy holly,the very best of buddy holyl and the crickets,2008,englihs
3992,006,oyeme (enrique),enrique iglesias,enrique,1999,
8710,6,enrique iglesias - oyeme,,enrique,99,[multiple languages]
3388,15,john lewis - alexander's fugue,,compact jazz,87,english
6775,015,alexander's fugue (compact jazz),john lewis,compact jazz,1987,
310,004,if i gave my heart to you / once in a while / ebb tide / the lamp is low / where are you / thinking of you (30 by ella),ella fitzgerald,30 by ella,1999,
3197,4,if i gave my heart to you / once in a while / ebb tide / the lamp is low / where are you / thinking of you,ella fitzgerald,30 by ella,1999,english
7648,12,012-una noche ualquiera,pancho barraza,las romanticas de pancho barraza (2002),null,rus.
16366,12,una noche ualquiera - las romanticas de pancho barraza,pancho barraza,,'02,russian
16539,12,pancho barraza - una noche ualquiera,,las romanticas de pancho barraza,02,russian
18668,012,una noche ualquiera (laos romanticas de pancho barraza),pancho barraza,las romanticas de pancho barraza,2002,
2360,6,aquefrigide - anima,,"sonic seducer: cold hands seduction, volume 56",06,english
9899,6,"anima - sonic seducer: cold hands seduction, volume 56",aquefrigide,,'06,engliqsh
18241,7,"anima (sonic seducer: cold hands seduction, volume 56)",aquefrigide,"sonic seducer: cold hands seduction, volume 56",2006,
10253,14,mdc - police related death,,this blood's for you,87,english
13040,014,police related death (this blood's for you),mdc,this blood's for you,1987,
770,25,025-53rd state (live 1986),contempt,the hunter becomes the hunted (1986),null,eng.
5088,25,53rd state (live 1986) - the hunter becomes the hunted,contempt,,'86,english
16438,25,53rd state (live 1986),contempt,the hunter becomes the hunted,1986,english
2811,8,008-we got somethin',guthrie thomas,medicine man (2011),null,eng.
7122,8,we got somethin',guthrie thomas,medicine man,2011,engliish
11832,8,we got somethin' - medicine man,guthrie thhomas,,'11,english
6408,7,indian gold,[unknown],the world of buddha beats,,english
12033,007,indian gold (the world of buddha beats),[unknown],the world of buddha beats,,
4263,019,don't let go (the raindrops),raindrops,the raindrops,,
17098,19,the raindrops - don't let go,,the raindrops,,english
12361,13,sister - safe as fuck,goldie lookin chain,,'05,english
18925,13,013-sister,goldie lookin chain,safe as fuck (2005),null,eng.
4382,3,"ii tone feat. satan, big cheese, $lim money & mac montese - world down under",,"helloween, part 2: the rise of satan",10,english
6207,003,"world down under (helloween, part 2: the rise of satan)","ii tone feat. satan, big cheese, $lim money & mac montese","helloween, part z: the rise of satan",2010,
15223,3,"world down under - helloween, part 2: the rise of satan","ii tone feat. satan, big cheese, $lim money & mac montese",,'10,engilsh
5763,9,molly hatchet - respect me in the morning,,the essential molly hatchet,03,englis
16540,009,respect me in the morning (the essential molly hatchet),molly hatchet,the essential molly hatchet,2003,
2128,11,011-datura stramonium,metal fingers,"special herbs, vol. ix & 0  (2005)",null,eng.
14043,11,datura stramonium,metal fingers,"special herbs, volume 9 &",2005,english
1647,1,belle isle reprise - together,karriem riggins,,'12,english
17469,1,karriem riggins - belle isle reprise,,together,12,english
8690,10,bas celik (1. dio),zabranjeno pusenje,dok cekas sabah sa sejtanom,2000,bosnian
11625,10,010-bas celik (1. dio),zabranjen opusenje,dok cekas sabah sa sejtanom (2000),null,bos.
1043,008,wicked ways (pro pain),mars ill,pro  pain,,
7520,8,wicked ways - pro pain,mars ill,,,english
10842,8,008-wwicked ways,mars ill,pro pain (unknown),null,eng.
12776,8,wicked ways,mars ill,pro pain,,english
3363,3,gold & diamonds - domestic booty,anthem,,'01,english
6527,3,gold & diamonds,atnhem,domestic booty,2001,english
6706,3,003-gold & diamonds,anthem,domestic booty (2001),null,eng.
3984,2,"nomalungelo - miriam makeba & the skylarks, volume 1",miriam makeba and the skylarks,,,
8335,1,miriam makeba and the skylarks - nomalungelo,,"miriam makeba & the skylarks, volume 1",,null
8340,002,"nomalungelo (miriam makeba & the skylarks, volume 1)",miriam makeba and the skylarks,"miriam makeba & the skylarks, volume 1",,
4815,007,welcome.home.r2 (freaquenseize),kosmik kommando,freaquenseize,1993,
15195,7,kosmik kommando - welcome.home.r2,,freaquenseize,93,english
1633,9,it might as well be spring - night and day,frank sinatra,,,english
17215,9,frank sinatra - it might as well be spring,,night and day,,english
4604,005,cold winter night (morning glory),lacksley castell,morning glory,2006,
7289,5,lacksley castell - cold winter winter night,,morning glory,06,english
14084,5,cold winter night,lacksley castell,morning glory,2006,english
11754,2,nite city,nite city,nite city,,english
13222,4,nite city,nite city,nite city,,english
13910,002,nite city,nite city,nite city,,
6855,11,011-ta amo,silvana deluigi,yo! (unknown),null,spa.
15784,11,ta amo - yo!,silvana deluigi,,,spanish
10846,2,002-wish you were here,pinkfloyd,for whom the bell tolls (unknown),null,eng.
15630,2,wish you were here - for whom the bell tolls,pink floyd,,,enlgish
5561,8,superman on ice - live in japan,13 & god,,'08,neglish
11633,8,008-superman on ice,13 & god,live in japan (2008),null,eng.
1362,8,"cantata, bwv 2 ""ach gott, vom himmel sieh darein"": ii. recitativo ""sie lehren eitel falsche list"" - bach 2000: the complete bach edition, volume 1: sacred cantatas: bwv 1-14, 16-47",johann sebastian bach,,'99,english
5003,8,2,johann sebastian bach,"bach 2000: the complete bach edition, volume 1: sacred cantatas: bwv 1-14, 16-47",1999,english
13292,8,"008-cantata, bwv 2 ""ach gott, vom himmel sieh darein"": ii. recitativo ""sie lehren eitel falsche list""",johann sebastian bach,"bach 2000: the complete bach edition, volume 1: sacred cantatas: bwv 1-14, 16-47 (1999)",null,eng.
14017,17,andromadere - menage a quatre,ad vielle que pourra,,'97,french
14786,17,017-andromadere,ad vielle que pourra,menage a quatre (1997),null,fre.
551,006,sunshine (nikki beach music witness the unexpected),noochie vs. bridget,nikki beach music witness the unexpected,2008,
8371,6,sunshine - nikki beach music witness the unexpected,noochie vs. bridget,,'08,english
12829,6,sunshine,noochie vs. bridget,nikki beach music witness the unexpected,2008,english
13433,6,noochie vs. bridget - sunshine,,nikki beach music witness the unexpected,08,english
7701,013,rockstar,bosson,rockstar,,
12125,13,bosson - rockstar,,rockstar,,null
15698,13,rockstar,bsson,rockstar,,
17863,13,rockstar,bosson,rockstar,,
18807,13,013-rockstar,bossno,rockstar (unknown),null,unknown
70,5,sam cooke - you send me,,the greatest soul collection,06,english
2403,005,you send me (the greatest soul collection),sam cooke,the greatest soul collection,1995,
17590,5,you send me,sam cooke,the greatest soul collection,1995,english
3797,010,emotional war (skokami ku wolnosci),dusza,skokami ku wolnosci,2005,
14095,10,dusza - emotional war,,skokami ku wolnosci,05,[multiple languages]
17332,10,emotional war - skokami ku wolnosci,ddusza,,'05,[multiple languages]
10986,53,switchblade,barrie gledden & kes loy & richard kimmings,"punk, rock",2009,english
11385,42,"switchblade 5 (30) - punk, rock",barie gledden & kes loy & richard kimmings,,'09,english
11921,53,053-switchblade 5 (30),barrie gledden & kes loy & richard kimmings,"punk, rock (2009)",null,eng.
10482,1,the living years - drive time,mike + the mechanics,,'95,english
12954,1,001-the living years,mike + the mechanics,drive time (1995),null,eng.
8673,4,bondage faires - nv4.dll (horse penis remix),,drug test,11,english
19234,004,nv4.dll (horse penis remix) (drug test),bondage faires,drug test,2011,
12221,15,ain't good enough for you (nyc '78) - the promise: the darkness on the edge of town story,bruce,,'10,english
12690,15,015-ain't good enough for you (nyc '78),bruce springsteen,the promise: the darkness on the edge of town story (2010),null,eng.
682,5,005,,(2001),null,unknown
6295,5,zu ye  - hui gui xian,wei qi li,,'01,[multiple languages]
1435,003,handbags & gladrags (the piano and the song),rod stewart,the piano and the song,2003,
12554,3,003-handbags & gladrags,rod stewart,the piano and the song (2003),null,eng.
14497,3,handbags & gladrags - the piano and the song,rod stewart,,'03,english
17041,3,rod stewart - handbags & gladrags,,the piano and the song,03,english
18156,3,handbags & gladra gs,rod stewart,the piano and the song,2003,english
10306,6,006-forbidden planet,dr. kucho!,happiness for your body & soul (disc 2) (unknown),null,eng.
13332,6,forbidden planet - happiness for your body & soul (disc 2),dr. kucho!,,,english
14875,3,deftype - killem (interlude),,gemischtwaren,4,english
15387,003,killem (interlude) (gemischtwaren),deftype,gemischtwaren,2094,
1558,3,breathless,dan wilson,freee life,2007,englisrh
6802,3,breathless - free life,dan wilson,,'07,english
8447,3,003-breathless,dan wilson,free life (2007),null,eng.
3462,001,,tea leaf green,rock 'n' roll band,2006,
4131,1,these two chairs,tea leaf green,rock 'n' roll band,2006,english
7805,1,tea leaf green - these two chairs,,rock 'n' roll band,06,english
14327,1,these two chairs - rock 'n' roll band,tea leaf green,,'06,english
19026,1,001-these two chairs,tea leaf green,rock 'n' roll band (2006),null,eng.
7511,10,yesnaby ground,"peter maxwell davies, solo piano",a celebration of scotland,2004,english
8558,10,010-yesnaby ground,"peter maxwelll davies, solo piano",a celebration of scotland (2004),null,eng.
9280,2,lydia lunch & rowland s. howard - i fell in love with a ghost,,some velvet morning,82,english
17074,2,i efell in love with a ghost - some velvet morning,lydia lunch & rowland s. howard,,'82,english
82,8,guns n' roses - estranged,,revolution calling,91,english
2188,8,estranged - revolution calling,guns n' roses,,'91,english
1754,6,,carmen miranda,,'00,[multiple languages]
15305,7,"006-when i live, i love",carmern miranda,cocktail hour (2000),null,unknown
18025,6,"wuhen i live, i love",carmen miranda,cocktail hour,2000,[multiple languages]
1764,27,(there'll be) peace in the valley (for me) - elvis: ultimate goyspel,elvis presley,,,english
6757,27,027-(there'll be) peace in the valley (for me),elvis presley,elvis: ultimate gospel (unknown),null,eng.
8736,10,"groovin' high - complete iedition, volume 7-8: 1946",dizzy gillespie,,'98,english
12468,10,dizzy gillespie - groovin' high,,"complete edition, volume 7-8: 1946",98,english
14835,010,"groovin' high (complete edition, volume 7-8: 1946)",dizzy gillespie,"complete edition, volume 7-8: 1946",1998,
1284,10,try again (feat. tiff lacey),phynn,metamorphosis,2008,english
4279,unknown,try again (feat. tiff lacey) (metamorphosis),phynn,metamorphojsis,2008,
9694,10,010-try again (feat. tiff lacey),phynn,metamorphosis (2008),null,eng.
2101,8,curtis mayfield - superfly,,give it up: the bes of the curtom years 1970 - 77,,english
14716,008,superfly (give it up: the best of the curtom years 1970 - 77),curtis mayfield,give it up: the best of the curtom years 1970 - 77,,
6793,7,hooked,karnak,melodies of sperm composed,,
16748,007,angel hooked (melodies of sperm composed),karnak,melodies of sperm composed,,
18476,7,007-angel hooked,karnak,melodie s of sperm composed (unknown),null,unknown
6064,6,book of love,the monotones,20th century masters: the millennium collection: the best of doo wop,2002,english
6450,6,- of love,hte monotones,20th century masters: the millennium collection: the best of doo wop (2002),null,eng.
13709,006,book of love (20th century masters: the millennium collection: the best of doo wop),monotones,20th century masters: the millennium collection: the best of doo wop,2002,
1781,9,intrax//venom entertainment - taluma,,statisticz,0,english
5804,009,taluma (statisticz),intrax//venom entertainment,statisticz,2009,
6083,1,i don't need it - boss soul: the genius of barry white,barry white,,,english
9147,1,barry white - i don't need it,,n.a.,,english
12264,1,001-i don't need it,barry white,boss soul: the genius of barry white (unknown),null,eng.
18981,001,i don't need it (boss soul: the genius of barry white),barry white,boss soul: the genius of barry white,,
58,10,sinkhole - wreck on the highway,,groping for trout,92,english
8015,10,010-wreck on the highway,sinkhole,groping for trout (1993),null,eng.
11861,010,wreck on the highway (groping for trout),sinkhole,groping for trot,1993,
12157,10,wreck on the highway,sinkhole,groping for trout,1993,english
15213,10,wreck on the highway - groping for trout,sinkhole,,'93,english
5001,109,infomotion (background) (issue box),joseph saba & stewart winter,issue box,,
10588,109,infomotion (background),joseph saba & stewart winter,issue box,,english
13600,109,joseph saba & stewart winter - infomotion (background),,issue box,,english
5728,017,binn no. 812 (sopa deliciosa),mr. leary,deliciosa,2007,
15234,17,bin no. 812,mr. leary,sopa deliciosa,2007,english
17795,006,devil's backbone (the civil wras),civil wars,the civil wars,2013,
18515,6,devil's backbone,the civil wars,civil civil wars,2013,english
15821,70,070-mobilisation,ph ilip guyler,war & conflict 1: tension/ battle (unknown),null,eng.
19212,70,mobilisation,philip guyler,war & conflict 1: tension/ battle,,english
1088,8,heartbeat - strange light and ornaments,picturesque episodes,,'09,english
4043,8,heartbeat,the picturesque picturesque,strange lights and ornaments,2009,english
5893,8,008-heartbeat,the picturesque episodes,strange lights and ornaments (2009),null,eng.
10112,9,heartbeat (strange lights and ornaments),picturesque episodes,strange lights and ornaments,2009,
17859,8,the picturesque episodes - heartbeat,,strange lights and ornaments,09,english
8035,b3,0b3-no warning,king crimson,three of a perfect pair (1984),null,eng.
14133,b3,no warning - three of a perfect pair,king crimson,,'84,english
75,008,'pines of rome' - the pines of the villa borghese (debussy - la mer & respighi - pines and fountains of rome - rca ls 1995),ottorino respighi,debussy - la mer & respighi - pines and fountains of rome - rca ls 1995,1995,
17990,8,ottorino respighi - 'pines of rome' - the pines of the villa borghesre,,debussy - la mer & respighi - pines and fountains of rome - rca ls 1995,95,english
6521,1,festlat 3,dom viktgia skorna,att skivslappet gick at helvete ep,2007,swedish
15550,001,festlat 3 (forlat att skivslappet gick at helvete ep),dom viktiga skorna,forlat att skivslappet gick at helvete ep,2007,
16498,008,kama (loko),steve tallis and the holy ghosts,loko,2007,
16570,8,steve tallis and the holy ghosts - kama,,loko,07,english
18061,8,kama,steve tallis and the holy ghosts,loko,2007,english
2080,15,015-sunset,kenny graham and his satellites,moondog and suncat suites (unknown),null,eng.
5393,15,sunset,kenny graham annd his satellites,moondog and suncat suites,,english
13018,015,sunset (moondog and suncat suites),kenny graham and his satellites,moondog and suncat suites,,
18326,15,sunset - moondog and suncat suites,kenny graham and his satellites,,,english
19294,15,kenny graham and his satellites - sunset,,moondog and suncat suites,,english
753,1,lost,klein,the next small thing,2006,english
3920,001,lost (the next small thing),klein,the next small thing,2006,
10721,1,klein - lost,,the next smal l thing,06,english
8047,7,007-love is a dangerous game,thelma houston,qualifying heat (1984),null,eng.
10910,7,love is a dangerous game - qualifying heat,thelma houston,,'84,english
15181,20,dos mou photia,eirene merkoure,palirroia,2004,greek
18511,010,dos mou photia (palirroia),eirene merkoure,palirroia,2004,
1850,4,john canaan - face to face,,our savior's love,,english
7378,004,face to face (our savior's love),john canaan,our savior's love,,
10720,4,face to face,john canaan,our savior's love,,english
11184,4,004-face to face,john canaan,our savior's love (unknown),null,eng.
15867,4,face to face - our savior's love,john canaan,,,english
232,10,unde rthe sun - modern,buzzcocks,,'99,english
7056,10,010-under the sun,buzzcocks,modern (1999),null,eng.
583,004,blues for charlie (blue and sentimental),ike quebec,blue and sentimental,2010,
2850,4,blues for charlie,ike quebec,blue and sentimental,2010,english
9977,4,blues for charlie - blue and sentimental,ike quebec,,'10,english
13985,4,ike quebec - blues for charlie,,blue and sentimental,10,english
14245,4,004-blues for charlie,ike uqebec,blueandsentimental(2010),null,eng.
4935,27,do you hear what i hear,carrie underwood,carnival ride,,english
9796,27,do you hear what i hear - carnival ride,carrie underwood,,,english
14905,27,carrie underwood - dof you hear what i hear,,carnioval ride,,english
17424,027,do you hear what i hear (carnival ride),carrie underwood,carnival ride,,
17733,27,027-do you hear what i hear,carrie underwood,carnival ride (unknown),null,eng.
14376,12,john hiatt - my edge of the razor,,all of a sudden,97,english
15073,22,my edge of the razor (all of a sudden),john hiatt,all of a sudden,1997,
9282,1,morninwg light,the alps,14 tracks: psychedelic wanderlust,2010,english
17286,3,the alps - morning light,,14 tracks: psychedelic wanderlust,10,english
17843,1,morning light - 14 tracks: psychedelic wanderlust,alps,,'10,english
19366,001,morning light (14 tracks: psychedelic wanderlust),alps,14 tracks: psychedelic wanderlust,2010,
2364,004,"the rise and fall of tong, part 2 (the long night)",auteur theory,the long night,2008,
9167,4,"the rise and fall of tong, part g2",auteur theory,long long night,2008,english
10278,5,"auteur theory - the rise and fall of tong, part 2",,the long night,08,english
16168,4,"004-the rise and fall of tong, part 2",auteur theory,the long night (2008),null,eng.
16199,3,003-change me (force mass motion's infinity remix),paragliders,change me (1998),null,eng.
17840,3,change me (force mass motion's infinity remix),paragliders,chnge me,1998,english
11137,009,writing on the wall (never surrender),triumph,never surrender,,
18317,8,writing on the wall,triumph,never surrender,,english
930,6,006-sometimes,soumia,still in love (2005),null,fre.
19034,6,sometimes - still in love,soumia,,'05,french
6220,6,last rider (interview) - word of mouth,seth lakeman,,'14,english
14304,6,006-last rider (interview),seth lakeman,word of mouth (204),null,eng.
15773,6,seth lakeman - last rider (interview),,word of mouth,25,english
1649,1,3js - je vecht nooit alleen,,dromers en dwazen,11,dutch
18356,1,je vecht nooit alleen - dromers en dwazen,3js,,'11,dutch
6703,1,001-murderous times,warsnare feat. fille de la lune,brutalist (2013),null,eng.
8232,1,warsnare feat. fille de la lune - murderous times,,brutalist,13,english
9444,1,murderous times  - brutalist,warsnare feat. fille de la lune,,'13,english
12114,001,murderous times (brutalist),warsnare feat. fille de la lune,brutalist,2013,
18059,1,murderous times,warsnare-feat.-fille-de-la-lune,brutalist,2013,english
