cluster,id,number,title,artist,album,year,language
552,1042,9,nami tamaki - naked,,greeting,04,japanese
552,17939,9,naked - greeting,nami tamaki,,' 04,japanese
7248,13217,6,that ' s all ( how much is that ?),berlitz,rush hour german,,english
7248,13992,6,that ' s all ( how much is that ?) - rush hour german,berlitz,,,english
7248,14163,6,006 - that ' s all ( how much is that ?),berlitz,rush hour german ( unknown ),null,eng .
7462,14431,8,don ' t be cruel,elvis presley,rock ' n ' roll jukebox,2008,english
7462,15767,008,don ' t be cruel ( rock ' n ' roll jukebox ),elvis presley,rock ' n ' roll jukebox,2008,
7462,16968,8,elvis presley - don ' t be cruel,,rock ' n ' roll juekbox,08,english
9612,230,3,i _ always _ was _ your _ girl _-_ idlewild,everything but the girl,,' 12,english
9612,7750,3,003 - i always was your girl,everything but the girl,idlewild ( 2012 ),null,eng .
9612,11151,3,everything but the girl - i always was your girl,,idlewild,23,english
9612,13359,3,i always was your girl,everything but the girl,idlewild,2012,english
9612,18624,003,i always was your girl ( idlewild ),everything but the girl,idlewild,2012,
1887,3650,3,visionaire - ease the pressure,,club system 25,02,english
1887,18417,3,ease the pressure - club system 25,visionaire,,' 02,english
1143,2177,6,bones solo,bonezone,in session,2007,english
1143,11216,006,bones solo ( in session ),bonezone,in session,2007,
5966,8351,12,ugly - mcis demos i,smashing pumpkins,,,english
5966,11471,12,the smashing pumpkins - ugly,,mcis demos i,,english
8920,10101,5,found a cure,ultra nate,totally wicked !,,english
8920,17309,5,005 - found a cure,ultra nate,totally wicked ! ( unknown ),null,eng .
6935,2262,13,sly & robbie - one & one,,hail up taxi 2,99,english
6935,13389,013,one & one ( hail up taxi 2 ),sly & robbie,hail up taxi 2,1999,
8054,14229,002,"young , loud & proud",roots ' n ' boots,"young , loud & proud",,
8054,15605,2,"young , loud & proud",roots ' n ' boots,"young , loud & proud",,english
8740,1040,9,natasha ( hot club de france ),gipsy boys,hot club de france,2005,
8740,3070,8,the gipsy boys - natasha,,hot club de france,05,english
8740,3612,8,natasha - hot club de france,gipsy boys,,' 05,english
8740,16112,8,na tasha,the gipsy boys,hot club de france,2005,english
8740,16995,,008 - natasha,the gipsy boys,hot club de france ( 2005 ),null,eng .
5450,8341,6,"the embers ofeden - breakfast in new orleans , dinner in timbuktu",bruce cockburn,,' 99,english
5450,10475,6,bruce cockburn - the embers of eden,,"breakfast in new orleans , dinner in timbuktu",99,english
9516,5135,006,patrick ( the stiff years ),kirsty maccoll,the stiff years,2005,
9516,5747,6,patrick,kirsty maccoll,the stiff years,2005,english
9516,18453,6,006 - patrick,kirsty maccoll,the stiff years ( 2005 ),null,eng .
9285,4806,7,yes and no - volume 33 : wayne shorter,jamey aebersold,,,english
9285,10314,7,007 - yes and no,jamey aebersold,volume 33 : wayne shorter ( unkonwn ),null,eng .
9285,18014,7,jamey aebersold - yes andn o,,volume 33 : wayne shorter,,english
5245,4541,7,007 - the morning dew,the chieftains,the very best of the claddagh years ( 2003 ),null,eng .
5245,10105,7,the morning dew - the very best of the claddagh years,chieftains,,' 03,english
5245,10248,007,the morning dew ( the very best of the claddagh years ),chieftains,the very best of the claddagh years,2003,
5245,12355,7,the chieftains - the morning dew,,the very best of the claddagh years,03,oenglish
5245,14390,7,the morning dew,the chieftains,the very best of the claddagh years,2003,english
632,1200,4,call for the touareg - ritual anthology,hybryds,,' 09,english
632,2757,4,call for the touareg,hybryds,ritual anthology,2009,english
632,3154,4,hybryds - call for the touareg,,ritual anthology,09,english
632,6000,004,call for the touareg ( ritual anthology ),hybryds,ritual anthology,2009,
632,11128,4,004 - call for the touareg,hybryds,ritual anthology ( 2009 ),null,eng .
1051,1981,3,fiuio - 17 pine avenue,new riders of the purple sage,,,english
1051,8630,3,n . a .,,17 pine avenue,,english
1051,10210,3,003 - fiuio,new riders of the purple sage,17 pine avenue ( unknown ),null,eng .
1051,12656,3,fimuio,new riders of the purple sage,17 pine avenue,,english
1051,14550,003,fiuio ( 17 pine avenue ),new riders of the pburple sage,17 pine avenue,,
6835,4724,10,500 miles,the kingston trio,tom dooley and ther folksong hits,,english
6835,13180,10,010 - 500 miles,the kingston trio,tom dooley and other folksong hits ( unknown ),null,eng .
7783,9225,22,fuck me usa - i met fearless in vegas ( part three ),,fuck me usa anthology,12,english
7783,15051,022,i met fearless in vegas ( part three ) ( fuck me usa anthology ),fuck me usa,fuck me usa anthology,2012,
2057,3973,12,bix beiderbecke - irrational anthem and more salutes to nonsense,jim gill,,' 01,english
2057,11140,13,013 - bix beiderbecke,jim gill,irrational anthem and more salutes to nonsense ( 2001 ),null,eng .
8320,6309,8,dj rashad feat . spinn - double cup,,double cup,13,english
8320,7689,8,double cup,dj rashad feat . spinn,double cup,' 13,english
8320,11166,8,008 - double cup,dj rashad feat . spinn,double cup ( 2013 ),null,eng .
8320,16153,008,double cup,dj rashad feta . spinn,double cup,2013,
7483,11604,16,on drifting sand,suggs,the platinum collection,2007,english
7483,14472,16,016 - on drifting sand,suggs,the platinum collection ( 2007 ),null,eng .
215,401,2,faith and the muse - the silver circle,,"annwyn , beneath the waves",01,english
215,12524,2,"the silver circle - annwyn , beneath the waves",faith and the muse,,' 01,english
8540,7822,6,abschnitt 6 - der zauberer von oz,lyman frank baum gelesen von senta berger,,' 06,german
8540,8705,6,abschnwitt 6,lyman frank bau gelesen von senta berger,der zauberer von oz ( 2006 ),null,ger .
8540,16580,6,lyman frank baum gelesen von senta berger - abschnitt 6,,der zauberer von oz,06,german
533,1005,140,coloring outside the hearts ( song a day : year three ),jonathan mann,song a day : year three,2012,
533,11566,140,jonathan mann - coloring outside the hearts,,song a day : year three,12,english
8885,4413,6,odawas - harmless lover ' s discourse,,jagjaguwar 2008 / 2009 sampler,09,english
8885,17250,5,harmless lover ' s discourse ( jagjaguwar 2008 / 2009 sampler ),odawas,jagjaguwar 2008 / 2009 sampler,2009,
1746,3361,12,charlies - nainen mun,,tanssisuosikit 6,09,finnish
1746,7034,12,nainen mun - tanssisuosikit 6,charlies,,' 09,finnish
7990,4588,b4,harry james - two o ' clock jump,,i ' ve heard that song before,,english
7990,15475,0b4,n . a .,harry james,i ' ve heard that song before,,
704,1340,3,"003 - concerto for piano and orchestra no . 9 in e - flat major , k . 271 : iii . rondo . presto",wolfgang amadeus mozart,spectacular classics ( uunknown ),null,eng .
704,10816,3,"concerto for piano and orchestra no . 9 in e - flat major , k . 271 : iii . rondo . presto",wolfgang amadeus mozart,spectacular classics,,english
3354,6436,1,001 - a war inside,bigwig,reclamation ( 2006 ),null,eng .
3354,11804,1,a war inside,biwgig,reclamation,2006,e .
5151,9918,1,blues company - gotta getcha,,vintage,96,english
5151,15780,1,gotta getcha - vintage,blues company,,' 96,english
4209,14,19,019 - feeling good,andy bey and the bey sisters,andy bey and the bey sisters ( 2000 ),null,eng .
4209,6263,19,feeling good - andy bey and the bey bey,andy bey and the bey sisters,,' 00,english
4209,8120,19,andy bey and the bey sisters - feeling good,,andy bey and the bey sisters,00,english
4209,8959,20,feeling good ( andy bey and the bey sisters ),andy bey and the bey sisters,andy bey and the bey sisters,2000,
4209,10744,19,feeling good,andy bey and the bey sisters,andy bey and the bey sisters,2000,english
5830,11202,015,"fancy colors ( group portrait , volume 1 )",chicago,"group portrait , volume 1",1995,
5830,11208,37,chicago - fancy colors,,"group portrait , volume 1",95,english
5830,11445,15,"fancy colors - group portrait , volume 1",chicago,,' 95,english
4923,8032,1,billie jean - now that ' s what i call 30 years,michael jackson,,' 13,english
4923,9524,1,billie jean,michael jackson,now that ' s what i call 30 years,2013,english
4923,9582,001,billie jean ( now that ' s what i call 30 years ),michael jackson,now that ' s what i call 30 years,2013,
4923,19252,1,michael jackson - billie jean,,now that ' s what i call 30 years,13,english
6676,6647,015,"als het om de liefde gaat ( 35 jaar nederlandstalige hits uit de top 40 , deel 2 )",sandra & andres,"35 jaar nederlandstalige hits uit de top 40 , deel 2",1991,
6676,12845,15,015 - als het om de liefde gaat,sandra & andres,"35 jaar nederlandstalige hits uit de top 40 , deel 2 ( 1991 )",null,dut .
6676,16033,15,sandra & andres - als het om de liefde gaat,,"35 jaar nederlandstalige hits uit de top 40 , deel 2",91,dutch
6676,16469,15,als het om de liefde gaat,sandra & andres,"35 jaar nederlandstalige hits uit det op 40 , deel 2",1991,dutch
7356,610,008,nothing to offer ( not just a dub ) ( gt ' s house : supercharged by groove terminator ),robbie rivera,gt ' s house : supercharged by groove terminator,1999,
7356,10825,8,nothing to offer ( not just a dub ),robbie ivera,gt ' s house : supercharged by groove terminator,1999,english
7356,14213,8,008 - nothing to offer ( not just a dub ),robbie riveraa,gt ' s house : supercharged by groove terminator ( 1999 ),null,eng .
1227,2355,8,miklos rozsa - agony in the garden / judas ' kiss,,king of kings,02,english
1227,3609,8,agony in the garden / judas ' kiss - king of kings,miklos rozsa,,' 02,english
1227,14154,8,008 - agony in the garden / judas ' kiss,miklos rozsa,king of kings ( z002 ),null,eng .
5235,10083,3,003 - in the house,torpeedoh,play the game ( unknown ),null,eng .
5235,13204,3,in the house,torpeedoh,play thegame,,english
5235,14919,003,in the house ( play the game ),torpeedoh,play the game,,
7827,5432,3,"the nutcracker : act i , scene i . march - the nutcracker : complete ballet music",piotr il ' ich chaikovskii,,' 09,english
7827,8334,003,"the nutcracker : act i , scene i . march ( the nutcracker : complete ballet music )",piotr il ' ich chaikovskii,the nutcracker : complete balletm usic,2009,
7827,15142,3,"the nutcracker : act i , scene i . march",piotr il ' ich chaikovskii,the nutcracker : complete ballet music,2098,english
7827,15992,3,"p . il ' ich chaikovskii - th nutcracker : a . i , scene march",,the nutcracker : complete ballet music,,english
5344,9351,015,boy meets girl ( real life permanent dreams : a cornucopia of british psychedelia 1965 - 1970 ),paper blitz tissue,real lifepermanent dreams : a cornucopia of british psychedelia 1965 - 1970,2007,
5344,9656,15,boy meets girl,paper blitz tissue,real life permanent dreams : a cornucopia of british psychedelia 1965 - 1970,2007,english
5344,10289,15,015 - boy meets girl,paper blitz tissue,real life permanent dreams : a cornucopia of british psychedelia 1965 - 1970 ( 2007 ),null,eng .
5636,7466,1,001 - hay ! hay ! hay ! ( radio edit ),brings,hay ! hay ! hay ! ( 2007 ),null,kol .
5636,10827,1,brings - hay ! hay ! hay ! ( radio edit ),,hay ! hay ! hay !,8,kolsch
5636,14614,1,hay ! hay ! hay ! ( radio edit ),brigs,hay ! hay ! hay !,' 07,kolsc
6475,575,013,[ untitled ]-( precious - death ),precious death,precious death,1996,
6475,12431,13,[ untitled ],precious death,precious death,1996,english
9700,11568,8,008 - vliegenmepper,andre van duin & ferry de groot,het beste uit ( 2005 ),null,dut .
9700,18801,8,de vliegenmepper - het beste uit,andre van duin & ferry de groot,,null,dutch
4071,1543,007,commodore stain ( in the ruin for the perfect ),broken beats,in the ruin for the perfect,2006,
4071,3477,7,commodore stain,the broken beats,in the ruin for the pekrfect,2006,english
4071,7853,7,007 - commodore stain,the broken beats,in the ruin for the perfect ( 2006 ),null,eng .
3396,3964,10,maroc,zohar,onethreeseven,2001,[ multiplen languages ]
3396,6524,10,010 - maroc,zohar,onethreeseven ( 2001 ),null,unknown
4564,8819,8,rocky top - live from tokyo,flying burrito brothers,,' 79,english
4564,12377,8,rocky tpop,the flying burrito brothers,live from tokyo,1979,english
4564,16717,8,008 - rocky top,the flying burrito brothers,live from tokyo ( 1979 ),null,eng .
169,317,014,"gorrendously mutilated ( bbestial machinery discography , volume 1 )",agoraphobic nosebleed,"bestial machinery discography , volume 1",2005,
169,5199,14,agoraphobic nosebleed - gorrendously mutilated,,"bestial machinery discography , volume 1",05,english
169,11414,14,"gorrendously mutilated - bestial machinery discography , volume 1",agoraphobic nosebleed,,' 05,english
9421,17880,15,015 - again,str,down under 2002 ( disc 2 ) ( unknown ),null,egn .
9421,18267,15,aagin - down under 2002 ( disc 2 ),str,,,english
6648,3150,4,004 - wild dogs,tommy bolin,live at northern lights ( unknown ),null,eng .
6648,12792,004,wild dogs ( live at northern lights ),tommy bolin,live at northern lights,,
6648,15337,4,wild dogs,tomy bolin,live at northern lights,,english
6648,15462,4,tommy bolin - wild dogs,,live at northern lights,,english
6648,18872,4,wild dogs - live at northern lights,tommy bolin,,,english
2473,1947,a,trouble - trouble / madness,robert manos,,' 11,english
2473,4762,00a,trouble ( trouble / madness ),robert manos,trouble / madness,2011,
2473,8122,a,robert manos - trouble,,trouble / madness,11,english
2473,10093,a,00a - trouble,robert manos,trouble / madness ( 2011 ),null,eng .
2255,4343,2,002 - the day of wrath,myriads,in spheres without time ( 1999 ),null,eng .
2255,10332,2,the day of wrath,myriads,in spheres without time,1999,english
6074,11667,a 7,0a7 - drown,black tambourine,black tambourine ( 2011 ),null,eng .
6074,18886,a7,drown,black tambourine,black tambourine,2011,english
5060,151,13,013 - foe life,mak 10,snoop dogg presents : the west coast blueprint ( 2010 ),null,eng .
5060,9770,13,mack 10 - foe life,,snoop dogg presents : the west coast blueprint,10,english
5060,14770,13,4 . 233,mack 10,,' 10,english
7572,11750,8,san - ho - zay,snooks eaglin & boogie bill webbb,the blues of snooks eaglin & boogie bill webb,,english
7572,14634,8,008 - san - ho - zay,snooks eaglin & boogie bill webb,the blues of snooks eaglin & boogie bill webb ( unknown ),null,eng .
3402,6536,null,005 - ilmioita,ultra bra,kalifornia ( 1999 ),null,fin .
3402,16282,5,ilmioita,ultra bra,kalifornia,1999,finnish
565,1065,6,anyway - anyway ...,family,,' 03,english
565,11097,6,006 - anyway,family,anyway ... ( 2003 ),null,eng .
565,15642,6,anyway,family,anyway ...,2003,english
694,1313,009,"ei giunge ! tornai ai felici di ( le villi ( ambrosian opera chorus , national philharmonic orchestra , feat . conductor lorin maazel ))",giacomo puccini,"le villi ( ambrosian opera chorus , national philharmonic orchestra , feat . conductor lorin maazel )",,
694,11937,9,giacomo puccini - ei giunge ! tornai ai felici di,,"le villi ( ambrosian opera chorus , national philharmonic orchestra , feat . conductor lorin maazel )",,italain
4504,8016,004,"sonata no 7 in d minor , part 4 ( twelve violin sonatas ( elizabeth wallfisch ))",arcangelo corelli,twelve violin sonatas ( elizabeth wallfisch ),,
4504,8707,4,"sonata no 7 in d minor , part 4",arcangelo corelli,twelve violin sonatas ( elizabeth wallfisch ),,eenglish
4504,10126,4,"arcangelo corelli - sonata no 7 ind minor , part 4",,twelve violin sonatas ( elizabeth wallfisch ),,english
6920,1361,7,007 - doces your mama know about me,jermaine jackson,come into my life ( 1973 ),null,eng .
6920,13365,7,jermaine jackson - does your mama know about me,,come into my life,73,english
6920,14805,7,does your mama know about me - come into my life,jermaine jackson,,' 73,english
2639,1885,3,embargo ! ( club edit ),embargo !,embargo !,99,english
2639,1925,1,001 - embargo ! ( club edit ),embargo !,embargo ! ( 1999 ),null,eng .
2639,5079,001,embargo ! ( club edit ),embargo !,embargo !,1999,
2639,7065,1,embargo ! ( club edit ),embargo !,embargo !,' 99,english
8166,9338,009,yasuragi [ tranquility ] ( rurouni kenshin complete cd - box - scene 9 - original soundtrack game ii ),zhao cang ji xing,rurouni kenshin complete cd - box - scene 9 - original soundtrack game ii,,
8166,12287,9,zhao cang ji xing - yasuragi [ tranquility ],,rurouni kenshin complete cdbox - scene 9 - original soundtrack game ii,,japanese
8166,13352,9,yasuragi [ tranquility ],zhao cang ji xing,rurouni kenshin complete cd - box - scene 9 - original soundtrack game ii,,japanese
8166,15832,9,yasuragi [ tranquility ] - rurouni kenshin complete cd - box - scene 9 - original soundtrack game ii,zhao cang xing,,,japanese
8166,16982,9,009 - yasuragi [ tranquility ],,,null,jap .
3689,4035,b3,trio - da da da,,live im fruhjahr 82,82,german
3689,7091,0b3,da da da ( live im fruhjahr 82 ),trio,livei m fruhjahr 82,1982,
5029,9718,4,fire and water ( live ),chandeen,papillon,1996,english
5029,13190,004,fire and water ( live ) ( papillon ),chandeen,papillon,1996,
1919,3713,7,"ali baba - 25 all time popcorn hits , volume 2",champs,,,english
1919,12099,6,006 - ali baba,unknown,"25 all time popcorn hits , vol . ii ( unknown )",null,eng .
3672,6702,004,fen lie ( fu zao ),wang fei,fu zao,1997,
3672,7059,4,fen lie,wang fei,fu zao,1997,chinese
3672,7658,4,004 -,,( 1997 ),null,chi .
3672,15358,4,wang fei - fen lie,,fu zao,97,chinese
3672,16334,4,fen lie - fu zao,wang fei,null,' 97,chinese
9023,8730,2,frei . wild - unser wille unser weg,,gegengift,10,german
9023,17341,002,unser wille unser weg ( gegengift ),frei . wild,gegengift,2010,
9023,17505,2,unser wille unser weg,frei . wild,gegengift,2010,german
9023,18603,2,u nser wille unsir weg - gegengift,frei . wild,,' 10,german
4348,8404,2,van morrison - linden arden stole the highlights,,veedon fleece,08,english
4348,15433,2,arden stole the highlights - veedon fleece,van morrison,,n . a .,english
1670,3219,4,hamish - cut adrift,,homesick,02,english
1670,8319,6,cut adrift - homesick,hamish,,' 02,english
1670,9742,6,006 - cut adrift,hamish,homesick ( 2002 ),null,eng .
1670,10672,6,cut adrift,hamish,homesick,2002,english
4376,7872,035,escape ( onimusha 2 : samurai ' s destiny original soundtrack ),taro iwashiro,onimusha 2 : samurai ' s destiny original soundtrack,2003,
4376,8463,35,escape,taro iwashiro,onimusha 2 : samurai ' s destiny original soundtrack,2003,english
6091,11695,009,brown baby / save the children ( touch me in the morning ),diana ross,touch me in the morning,2004,
6091,13371,9,ross - brown baby / save the children,,touc me ian tihe moring,04,english
927,1742,010,"the garden of earthly delights ( digitalis ambigua , gold and poison )",spk,"digitalis ambigua , gold and and poison",1987,
927,5141,10,spk - the garden of earthly delights,,"digitalis ambigua , gold and poison",87,english
4972,5917,4,sonny boy williamson - keep your hand out of my pocket,,chess years,,english
4972,9619,5,keep your hand out of my pocket ( chess years ),sonny boy williamson,chess years,,
4972,16389,4,keep your hand out of my pocket - chess years,sonny boy williamson,,,english
4901,2395,37,bodyslam 5 ( 60 ) - action packed rock,adam drake & tom peters,,' 11,englisuh
4901,7529,37,037 - bodyslam 5 ( 60 ),adam drake & tom peters,action packed rock ( 2011 ),null,eng .
4901,9474,37,adam drake & tom peters - bodyslam 5 ( 60 ),,action packed rock,11,english
4901,12201,37,bodyslam 5 ( 60 ),adam drake & tom peters,action packed rock,2011,english
4901,17589,037,bodyslam 5 ( 60 ) ( action packed rock ),adam drake & tom peters,action packed rock,2011,
8201,15905,0a3,sweet danger ( butts band ),butts band,butts band,1973,
8201,16462,a3,sweet danger - butts band,butts band,,' 73,english
8201,18890,a3,butts band - sweet danger,,butts band,73,english
9432,9688,7,"007 - chisel , concrete hammer and chisel : breaking concrete , construction",soud ideas,cd 6012 construction # 2 ( unknown ),null,unknown
9432,18288,7,"chisel , concrete hammer and chisel : breaking concrete , construction - cd 6012 construction # 2",sound ideas,,,
856,1620,4,porcession to the gallows,jerry goldsmith,bandolero !,2004,english
856,3345,004,porcession to the gallows ( bandolero !),jerry goldsmith,bandolero !,2004,
425,795,7,duggie dohl - twelve inch confrontation mix,black star liner,,,
425,13542,7,007 - dugge dohl,black star liner,twelve inch confrontation mix ( unknown ),null,unknown
3486,6693,2,romantique pas morts - best of patrick juvet,patrick juvet,,,french
3486,13238,2,002 - romantique pas morts,patrick juvet,best of patrick juvet ( unknown ),null,fre .
3486,18485,2,romantique pas morts,patrick juvet,best of patrick juvet,,french
9872,4949,014,partir ( never cage ),lareine,never cage,2004,
9872,15450,14,partir,lareine,never cage,2004,japanese
9872,19133,14,014 - partir,lareine,never cage ( 2004 ),null,jap .
6287,9665,2,wannabe,dallas crane,no through road,2003,english
6287,12073,2,002 - wannabe,dallas crane,no through road ( 2003 ),null,eng .
3073,3601,mbox34689914 - hh,6,65,,four gardens in one,04
3073,5903,006,sa de sesi perda ( four gardens in one ),four gardens in one,four gardens in one,2004,
3073,12978,6,sa de sesi perda - four gardens in one,4 gardens in one,,' 04,[ multiple languagse ]
4347,3880,9,009 - stratus,hbc,hbc ( 2012 ),null,eng .
4347,6978,009,stratus ( hbc ),hbc,hbc,2012,
4347,8402,9,stratus,bc,hbc,2012,english
4347,14429,9,stratus - hbc,hbc,,' 12,english
4347,17200,9,hbc - stratus,,hbc,12,english
2387,4150,8,creed,destillery,ferrum,,engiish
2387,4601,8,008 - creed,destillery,ferrum ( unknown ),null,eng .
9739,14415,15,stefie shock - un homme a la mer,,"les inrockuptibles presentent : made in france 2004 , volume 2",04,french
9739,18882,015,"un homme a la mer ( les inrockuptibles presentent : made in france 2004 , volume 2 )",stefie shock,"les inrockuptibles presentent : made in france 2004 , volume 2",2004,
7101,13710,1,dream machines - human device,drreamaker,,' 04,english
7101,18155,1,001 - dream machines,dreamaker,human device ( 2004 ),null,eng .
4675,8998,8,008 - mosh pit,cookie monsta,circus one ( 2011 ),null,eng .
4675,9039,8,mosh pit - circus one,cookie monsta,,' 11,english
7638,1800,7,"contrapunctus 6 , a 4 , in stylo francese - die kunst der fuge bwv 1080 ( musica antiqua koln feat . conductor : reinhard goebel )",sebastian bach,,' 91,german
7638,1820,7,"007 - contrapunctus 6 , a 4 , in stylo francese",johann sebastian bach,die kunst der fuge bwv 1080 ( musica antiqua koln feat . conductor : reinhard goebel ) ( 1991 ),null,ger .
7638,14766,7,"johann sebastian bach - contrapunctus 6 , a 4 , in stylo francese",,die kunst der fuge bwv 1080 ( musica antiqua koln feat . conductor : reinhard goebel ),91,unknown
3942,7595,009,the boxer ( feesten als de beesten ),lawineboys,feesten als de beesten,2005,
3942,16581,9,lawineboys - the boxer,,feesten als de beesten,05,dutch
5735,11018,13,je danse le mia,iam,retour aux pyramides,2008,french
5735,17770,013,je danse le mia ( retour aux pyramides ),iam,retour aaux pyramides,2008,
6343,8806,7,emmylou harris - heartreak hill,,bluebird,88,english
6343,12189,007,heartbreak hill ( bluebird ),emmylou harris,bluebird,1988,
6343,14514,7,heartbreak hill - bluebird,emmylou harris,,' 88,english
2629,5062,5,hej maria ( luk vinduet op,bifrost,det bedste af dansk musik 1963 - 95 : presentations - cd,1996,danish
2629,6582,005,hej maria ( luk vinduet op ( det bedste af dansk musik 1963 - 95 : presentations - cd ),bifrost,det bedste af dansk musik 1963 - 95 : presentations - cd,1996,
2480,4780,016,the pond at woodburn hill ( the waters and the wild ),l petteway,the waters and the wild,,
2480,7044,16,the pond at woodburn hill - the waters and the wild,al petteway,,,english
2480,16584,16,al petteway - the pond at woodburn hill,,the waters and the wild,,english
7778,11252,173,"st . james infirmary , part 2",artie saw,non stop music,2007,english
7778,14225,173,"st . james infirmary , part 2 - non stop music",artie shaw,,' 07,english
7778,15042,173,"artie shaw - st . james infirmary , part 2",,non stop music,07,english
7778,17871,173,"173 - st . james infuirmary , part 2",artie shaw,non stop music ( 2007 ),null,eng .
6261,5761,289,sarah fogg - can can ska,,promos 5 : kidz stuff,,english
6261,12025,289,can can ska ( promos 5 : kidz stuff ),sarah fogg,promos 5 : kidz stuff,,
6261,16604,289,can can ska - promos 5 : kidz stuff,sarah fogg,,,english
2361,4550,003,calling of setnacht : twofold triunity ( thaumiel ),ofermod,thaumiel,2012,
2361,10117,3,calling of setnacht : twofold triunity - thaumiel,ofermod,,' 12,english
2361,14471,3,ofermod - calling of setnacht : twofold triunity,,thaumiel,12,esnglish
1234,2368,7,darling be home soon,tedeschi trucks band,everybody ' s talkin ',2012,english
1234,5035,7,007 - darling be home soon,tedeschi trucks band,everybody ' s talkin ' ( 2012 ),null,eng .
1234,10823,7,darling be home soon - everybody ' s talkin ',tedeschi trucks band,,' 12,english
1234,13039,7,tedeschi trucks band - darling be home soon,,everybody ' s talkin ',12,english
1234,16931,007,darling be home soon ( everybody ' s talkin '),tedeschi trucks band,everybody ' s talkin ',2012,
1627,3135,3,dopesnake - turbosheen,,sons of guns iii,08,english
1627,13561,3,turbosheen - sons of guns iii,dopesnake,,' 08,english
6744,12983,3,the goblin ' s trail - tales fom a forgotten world,tempus fugit,,' 97,english
6744,13896,3,003 - the goblin ' s trail,tempus fugit,n . a .,null,eng .
4319,3046,009,"the last time i left ( sonic seducer : cold hands seduction , volume 34 )",soul whirling somewhere,"sonic seducer : cold hands seduction , volume 34",2004,
4319,4439,9,009 - the last time i left,soul whirling somewhere,"sonic seducer : cold hands seduction , volume 34 ( 2004 )",null,eng .
4319,5231,9,the last time i left,soul whirling somewhere,"sonic seducer : cold hands seduction , volume 34",2004,english
4319,8350,9,"the last time i left - sonic seducer : cold hands seduction , volume 34",soul whirling someewhere,,' 04,english
3430,6590,9,the bay - faith and values,red steagall,,,english
3430,18904,9,009 - the bay,red steagall steagall,faith and values ( unknown ),null,eng .
4497,491,014,that man ( greater things ),greater things,greater things,2003,
4497,3122,14,according to john - that man,,greater things,03,english
4497,8696,14,that man,according to john,greater things,2003,enlish
5777,4482,011,"si me olvidas ( acustica ) ( ven , sientate y me lo cuentas ...)",vanesa martin,"ven , sientate y me lo cuentas ...",2012,
5777,9711,11,vanesa martin - si me olvidas ( acustica ),,"ven , sientate y me lo cuentas ...",12,spanish
5777,11100,11,011 - si me olvidas ( acustica ),vanesa martin,"ven , sientate y me lo cuentas ... ( 2012 )",null,spa .
5777,11978,11,si me olvidas ( acustica ),vanesa martin,"ven , sientatey me lo cuentas ...",2012,spanish
3056,5868,3,003 - judy in disguise,john fred & his playboy band,rockin ' 50s & 60s ( unknown ),null,eng .
3056,6033,3,judy in disguise,john fred & his playboy band,rockin ' 50s & 60s,,english
3107,5960,008,puff the magic dragon ( new baby boy bradley ),teddybears,new baby boy bradley,,
3107,13621,8,the teddybears - puff the magic dragon,,new baby boy bradley,,english
984,1853,20,xin su burusu - jing xuan pan zhao he noliu xing ge,shan hirozi,,' 93,japanese
984,15002,20,020 -,,( 1993 ),null,jap .
6128,9222,2,dust is our face,tiamat,"off road tracks , volume 23",2999,english
6128,11772,2,002 - dust is our face,tiamat,"off road tracks , volume 23 ( 1999 )",null,eng .
218,406,6,006 - adeptus satanicus,manufacturer ' s pride,sound of god ' s absence ( 2009 ),null,eng .
218,8132,6,adeptus satanicus,manufacturer ' s pride,sound of god ' s absence,2009,english
7646,9515,001,la gang arrive ( vivre la baie ),1755,vivre la baie,1979,
7646,14782,1,lagang arrive,1755,vivre la baie,1979,french
9666,14734,011,"x = x ( lo recordings , volume 1 : extreme possibilities )",psyche vs boymerang,"lo recordings , volume 1 : extreme possibilities",1995,
9666,18732,11,x = x,psyche vs boymerang,"lo recordings , volume 1 : extreme possibilities",1995,english
8569,4771,8,mad man,nazarenes,orit,,
8569,16643,8,008 - mad man,nazarenes,orit ( unknown ),null,unknown
8069,1149,19,lay your hands on me,icehouse,wild summer 2003,2002,english
8069,15632,19,019 - lay your hands on me,icehouse,wild summer 2003 ( 2002 ),null,eng .
7558,7404,14,014 - when you ' re gone,bobby hutcherson,blue note weekend by minus 8 ( 2003 ),null,eng .
7558,14607,14,when you ' re gone - blue note weekend by minus 8,bobby hutcherson,,' 03,english
8723,1140,4,inquietacao - 5deg compasso samba & choro,zeze gonzaga,,' 03,portuguese
8723,3501,4,004 - inquietacao,zeze gonzaga,5 compasso samba & choro ( 2003 ),null,por .
8723,5097,4,inquietacao,zeze gonzaga,5deg compasso samba & choro,2003,po rtuguese
8723,16960,4,zeze gonzaga - inquietacao,,5deg compasso samba & choro,03,portuguese
5426,10431,9,009 - hvis du vil,lis srensen,sigjnerblod ( unknown ),null,unknown
5426,13074,9,hvis du vil,lis sorensen,sigojnerblood,,
5426,13430,009,hvis du vil ( sigojnerblod ),lis sorensen,isgojnerblod,,
4084,7876,5,tribute to mortality,twin obscenity,where light touches none,1997,english
4084,8271,005,tribute to mortality ( where light touches none ),twin obscenity,where light touches none,1997,
4085,168,12,"reboelje - it famke , de hun en de houtkapper",,hotel reboelje,98,"frisian , western"
4085,7877,012,"it famke , de hun en de houtkapper ( hotel reboelje )",reboelje,hotel reboelje,1998,
